bookName,authorPublisher,price,ratings,class
Basic Electrical and Electronics Engineering,Pearson Education,615,3,BEEE
Basic Electrical And Electronics Engineering,Wiley India Pvt Ltd,559,4,BEEE
Basic Electrical and Electronics Engineering | Second Edition,McGraw Hill,840,2,BEEE
Basic Electrical & Electronics Engineering,S. K. Kataria & Sons,625,1,BEEE
Basic Electrical and Electronics Engineering,Oxford University Press India,699,2,BEEE
Basic Electrical and Electronics Engineering,Eurospan,395,1,BEEE
Basic Electrical and Electronics Engineering,The Orient Blackswan,875,3,BEEE
Basic Electrical Engineering and Electronics,CBS Publishers & Distributors,435,5,BEEE
Basic Electrical And Electronics Engineering,Ane Books Pvt. Ltd,210,2,BEEE
Text Book on Basic Electrical & Electronics Engineering,Lap Lambert Academic Publishing,8519,1,BEEE
"Basic Electrical and Electronics Engineering, 2/E",Ane Books Pvt. Ltd,495,1,BEEE
Basic Electrical and Electronics Engineering,S K Kataria & Sons,695,2,BEEE
"Basic Electrical And Electronics Engineering, 2Ed",Wiley,739,2,BEEE
Basic Electrical and Electronics Engineering (RTU),S. K. Kataria & Sons,625,1,BEEE
Basic Electrical and Electronics Engineering (3rd Edition),3G ELearning,8218,3,BEEE
Basic Electrical and Electronics Engineering,KS Omniscriptum Publishing,4032,4,BEEE
Basic Electrical and Electronics Engineering Question Bank,KS Omniscriptum Publishing,4981,3,BEEE
Basic Concepts of Electrical and Electronics Engineering,Bsp Books Pvt. Ltd.,12600,5,BEEE
Introduction to IoT,Pearson Education,795,3,IOT
"IoT Fundamentals | Networking Technologies, Protocols, and Use Cases for the Internet of Things | First Edition | By Pearson",Springer Nature (Sie),765,3,IOT
"Embedded Systems - SoC, IoT, AI and Real-Time Systems | 4th Edition",BPB Publications,1020,1,IOT
IOT AND ITS APPLICATIONS,Amazon Digital Services LLC - KDP Print US,357,1,IOT
IoT based Projects,BPB Publications,498,4,IOT
Internet of Things (IoT),No Starch Press,699,5,IOT
Practical Iot Hacking,Cambridge University Press,3267,3,IOT
Introduction to Iot,BPB Publications,6692,5,IOT
IoT for Beginners,Repro Knowledgcast Ltd,599,2,IOT
21 Iot Experiments,Cisco Press,498,2,IOT
IoT Fundamentals,Packt Publishing,4620,1,IOT
Practical Python Programming for IoT,BPB Publications,3899,1,IOT
Intrenet of Things with Arduino and Bold Iot,Pearson Education,399,5,IOT
"Foundations of Modern Networking: SDN, NFV, QoE, IoT, and Cloud, 1/e",Taylor and Francis,765,5,IOT
5g Lte Narrowband Internet of Things (Nb-Iot),Elsevier Science,5288,3,IOT
Designing Secure Iot Devices with the Arm Platform Security Architecture and Cortex-M33,Amazon Digital Services LLC - KDP Print US,6484,1,IOT
"Today and Future of WSN, AI, and IoT",BPB Publications,499,4,IOT
Learn IoT Programming Using Node-RED,Packt Publishing,899,3,IOT
Industrial IoT for Architects and Engineers,Apress,3499,5,IOT
"IoT Fundamentals | Networking Technologies, Protocols, and Use Cases for the Internet of Things | First Edition | By Pearson",Pearson Education,795,5,IOT
"Embedded Systems - SoC, IoT, AI and Real-Time Systems | 4th Edition",Springer Nature (Sie),765,5,IOT
IOT AND ITS APPLICATIONS,BPB Publications,1020,3,IOT
IoT based Projects,Amazon Digital Services LLC - KDP Print US,357,3,IOT
Internet of Things (IoT),BPB Publications,498,4,IOT
Practical Iot Hacking,No Starch Press,699,4,IOT
Introduction to Iot,Cambridge University Press,3267,3,IOT
IoT for Beginners,BPB Publications,6692,2,IOT
21 Iot Experiments,Repro Knowledgcast Ltd,599,1,IOT
IoT Fundamentals,Cisco Press,498,5,IOT
Practical Python Programming for IoT,Packt Publishing,4620,2,IOT
Intrenet of Things with Arduino and Bold Iot,BPB Publications,3899,3,IOT
"Foundations of Modern Networking: SDN, NFV, QoE, IoT, and Cloud, 1/e",Pearson Education,399,5,IOT
5g Lte Narrowband Internet of Things (Nb-Iot),Taylor and Francis,765,3,IOT
Designing Secure Iot Devices with the Arm Platform Security Architecture and Cortex-M33,Elsevier Science,5288,5,IOT
"Today and Future of WSN, AI, and IoT",Amazon Digital Services LLC - KDP Print US,6484,5,IOT
Learn IoT Programming Using Node-RED,BPB Publications,499,1,IOT
Industrial IoT for Architects and Engineers,Packt Publishing,899,2,IOT
"IoT Fundamentals | Networking Technologies, Protocols, and Use Cases for the Internet of Things | First Edition | By Pearson",Apress,3499,1,IOT
"Embedded Systems - SoC, IoT, AI and Real-Time Systems | 4th Edition",Pearson Education,795,5,IOT
IOT AND ITS APPLICATIONS,Springer Nature (Sie),765,3,IOT
IoT based Projects,BPB Publications,1020,1,IOT
Internet of Things (IoT),Amazon Digital Services LLC - KDP Print US,357,4,IOT
Practical Iot Hacking,BPB Publications,498,1,IOT
Introduction to Iot,No Starch Press,699,4,IOT
IoT for Beginners,Cambridge University Press,3267,2,IOT
21 Iot Experiments,BPB Publications,6692,3,IOT
IoT Fundamentals,Repro Knowledgcast Ltd,599,2,IOT
Practical Python Programming for IoT,Cisco Press,498,5,IOT
Intrenet of Things with Arduino and Bold Iot,Packt Publishing,4620,4,IOT
"Foundations of Modern Networking: SDN, NFV, QoE, IoT, and Cloud, 1/e",BPB Publications,3899,5,IOT
5g Lte Narrowband Internet of Things (Nb-Iot),Pearson Education,399,5,IOT
Designing Secure Iot Devices with the Arm Platform Security Architecture and Cortex-M33,Taylor and Francis,765,2,IOT
"Today and Future of WSN, AI, and IoT",Elsevier Science,5288,3,IOT
Learn IoT Programming Using Node-RED,Amazon Digital Services LLC - KDP Print US,6484,5,IOT
Industrial IoT for Architects and Engineers,BPB Publications,499,4,IOT
"IoT Fundamentals | Networking Technologies, Protocols, and Use Cases for the Internet of Things | First Edition | By Pearson",Packt Publishing,899,4,IOT
"Embedded Systems - SoC, IoT, AI and Real-Time Systems | 4th Edition",Apress,3499,5,IOT
IOT AND ITS APPLICATIONS,Pearson Education,795,2,IOT
IoT based Projects,Springer Nature (Sie),765,4,IOT
Internet of Things (IoT),BPB Publications,1020,3,IOT
Practical Iot Hacking,Amazon Digital Services LLC - KDP Print US,357,4,IOT
Introduction to Iot,BPB Publications,498,1,IOT
IoT for Beginners,No Starch Press,699,3,IOT
21 Iot Experiments,Cambridge University Press,3267,4,IOT
IoT Fundamentals,BPB Publications,6692,1,IOT
Practical Python Programming for IoT,Repro Knowledgcast Ltd,599,4,IOT
Intrenet of Things with Arduino and Bold Iot,Cisco Press,498,3,IOT
"Foundations of Modern Networking: SDN, NFV, QoE, IoT, and Cloud, 1/e",Packt Publishing,4620,5,IOT
5g Lte Narrowband Internet of Things (Nb-Iot),BPB Publications,3899,2,IOT
Designing Secure Iot Devices with the Arm Platform Security Architecture and Cortex-M33,Pearson Education,399,3,IOT
"Today and Future of WSN, AI, and IoT",Taylor and Francis,765,3,IOT
Learn IoT Programming Using Node-RED,Elsevier Science,5288,1,IOT
Industrial IoT for Architects and Engineers,Amazon Digital Services LLC - KDP Print US,6484,1,IOT
Iot Development for Esp32 and Esp8266 with JavaScript,BPB Publications,499,2,IOT
"IoT Fundamentals | Networking Technologies, Protocols, and Use Cases for the Internet of Things | First Edition | By Pearson",Packt Publishing,899,5,IOT
"Embedded Systems - SoC, IoT, AI and Real-Time Systems | 4th Edition",Apress,3499,5,IOT
IOT AND ITS APPLICATIONS,,4221,4,IOT
IoT based Projects,Pearson Education,795,2,IOT
Internet of Things (IoT),Springer Nature (Sie),765,3,IOT
Practical Iot Hacking,BPB Publications,1020,5,IOT
Introduction to Iot,Amazon Digital Services LLC - KDP Print US,357,2,IOT
IoT for Beginners,BPB Publications,498,1,IOT
21 Iot Experiments,No Starch Press,699,4,IOT
IoT Fundamentals,Cambridge University Press,3267,4,IOT
Practical Python Programming for IoT,BPB Publications,6692,1,IOT
Intrenet of Things with Arduino and Bold Iot,Repro Knowledgcast Ltd,599,5,IOT
"Foundations of Modern Networking: SDN, NFV, QoE, IoT, and Cloud, 1/e",Cisco Press,498,2,IOT
5g Lte Narrowband Internet of Things (Nb-Iot),Packt Publishing,4620,3,IOT
Designing Secure Iot Devices with the Arm Platform Security Architecture and Cortex-M33,BPB Publications,3899,1,IOT
"Today and Future of WSN, AI, and IoT",Pearson Education,399,3,IOT
Learn IoT Programming Using Node-RED,Taylor and Francis,765,2,IOT
Industrial IoT for Architects and Engineers,Elsevier Science,5288,5,IOT
"IoT Fundamentals | Networking Technologies, Protocols, and Use Cases for the Internet of Things | First Edition | By Pearson",Amazon Digital Services LLC - KDP Print US,6484,3,IOT
"Embedded Systems - SoC, IoT, AI and Real-Time Systems | 4th Edition",BPB Publications,499,3,IOT
IOT AND ITS APPLICATIONS,Packt Publishing,899,4,IOT
IoT based Projects,Apress,3499,5,IOT
Internet of Things (IoT),Pearson Education,795,4,IOT
Practical Iot Hacking,Springer Nature (Sie),765,1,IOT
Introduction to Iot,BPB Publications,1020,2,IOT
IoT for Beginners,Amazon Digital Services LLC - KDP Print US,357,3,IOT
21 Iot Experiments,BPB Publications,498,1,IOT
IoT Fundamentals,No Starch Press,699,4,IOT
Practical Python Programming for IoT,Cambridge University Press,3267,4,IOT
Intrenet of Things with Arduino and Bold Iot,BPB Publications,6692,3,IOT
"Foundations of Modern Networking: SDN, NFV, QoE, IoT, and Cloud, 1/e",Repro Knowledgcast Ltd,599,3,IOT
5g Lte Narrowband Internet of Things (Nb-Iot),Cisco Press,498,5,IOT
Designing Secure Iot Devices with the Arm Platform Security Architecture and Cortex-M33,Packt Publishing,4620,5,IOT
"Today and Future of WSN, AI, and IoT",BPB Publications,3899,3,IOT
Learn IoT Programming Using Node-RED,Pearson Education,399,4,IOT
Industrial IoT for Architects and Engineers,Taylor and Francis,765,4,IOT
"IoT Fundamentals | Networking Technologies, Protocols, and Use Cases for the Internet of Things | First Edition | By Pearson",Elsevier Science,5288,4,IOT
"Embedded Systems - SoC, IoT, AI and Real-Time Systems | 4th Edition",Amazon Digital Services LLC - KDP Print US,6484,2,IOT
IOT AND ITS APPLICATIONS,BPB Publications,499,1,IOT
IoT based Projects,Packt Publishing,899,5,IOT
Internet of Things (IoT),Apress,3499,1,IOT
Practical Iot Hacking,Pearson Education,795,3,IOT
Introduction to Iot,Springer Nature (Sie),765,1,IOT
IoT for Beginners,BPB Publications,1020,3,IOT
21 Iot Experiments,Amazon Digital Services LLC - KDP Print US,357,3,IOT
IoT Fundamentals,BPB Publications,498,3,IOT
Practical Python Programming for IoT,No Starch Press,699,3,IOT
Intrenet of Things with Arduino and Bold Iot,Cambridge University Press,3267,4,IOT
"Foundations of Modern Networking: SDN, NFV, QoE, IoT, and Cloud, 1/e",BPB Publications,6692,1,IOT
5g Lte Narrowband Internet of Things (Nb-Iot),Repro Knowledgcast Ltd,599,3,IOT
Designing Secure Iot Devices with the Arm Platform Security Architecture and Cortex-M33,Cisco Press,498,4,IOT
"Today and Future of WSN, AI, and IoT",Packt Publishing,4620,3,IOT
Learn IoT Programming Using Node-RED,BPB Publications,3899,5,IOT
Industrial IoT for Architects and Engineers,Pearson Education,399,5,IOT
Iot Development for Esp32 and Esp8266 with JavaScript,Taylor and Francis,765,1,IOT
"IoT Fundamentals | Networking Technologies, Protocols, and Use Cases for the Internet of Things | First Edition | By Pearson",Elsevier Science,5288,3,IOT
"Embedded Systems - SoC, IoT, AI and Real-Time Systems | 4th Edition",Amazon Digital Services LLC - KDP Print US,6484,3,IOT
IOT AND ITS APPLICATIONS,BPB Publications,499,5,IOT
IoT based Projects,Packt Publishing,899,5,IOT
Internet of Things (IoT),Apress,3499,5,IOT
Practical Iot Hacking,,4221,5,IOT
Introduction to Iot,Pearson Education,795,1,IOT
IoT for Beginners,Springer Nature (Sie),765,3,IOT
21 Iot Experiments,BPB Publications,1020,4,IOT
IoT Fundamentals,Amazon Digital Services LLC - KDP Print US,357,1,IOT
Practical Python Programming for IoT,BPB Publications,498,5,IOT
Intrenet of Things with Arduino and Bold Iot,No Starch Press,699,4,IOT
"Foundations of Modern Networking: SDN, NFV, QoE, IoT, and Cloud, 1/e",Cambridge University Press,3267,4,IOT
5g Lte Narrowband Internet of Things (Nb-Iot),BPB Publications,6692,5,IOT
Designing Secure Iot Devices with the Arm Platform Security Architecture and Cortex-M33,Repro Knowledgcast Ltd,599,1,IOT
"Today and Future of WSN, AI, and IoT",Cisco Press,498,1,IOT
Learn IoT Programming Using Node-RED,Packt Publishing,4620,5,IOT
Industrial IoT for Architects and Engineers,BPB Publications,3899,2,IOT
Iot Development for Esp32 and Esp8266 with JavaScript,Pearson Education,399,1,IOT
"IoT Fundamentals | Networking Technologies, Protocols, and Use Cases for the Internet of Things | First Edition | By Pearson",Taylor and Francis,765,2,IOT
"Embedded Systems - SoC, IoT, AI and Real-Time Systems | 4th Edition",Elsevier Science,5288,4,IOT
IOT AND ITS APPLICATIONS,Amazon Digital Services LLC - KDP Print US,6484,3,IOT
IoT based Projects,BPB Publications,499,3,IOT
Internet of Things (IoT),Packt Publishing,899,5,IOT
Practical Iot Hacking,Apress,3499,1,IOT
Introduction to Iot,Pearson Education,795,5,IOT
IoT for Beginners,Springer Nature (Sie),765,1,IOT
21 Iot Experiments,BPB Publications,1020,3,IOT
IoT Fundamentals,Amazon Digital Services LLC - KDP Print US,357,2,IOT
Practical Python Programming for IoT,BPB Publications,498,5,IOT
Intrenet of Things with Arduino and Bold Iot,No Starch Press,699,1,IOT
"Foundations of Modern Networking: SDN, NFV, QoE, IoT, and Cloud, 1/e",Cambridge University Press,3267,3,IOT
5g Lte Narrowband Internet of Things (Nb-Iot),BPB Publications,6692,1,IOT
Designing Secure Iot Devices with the Arm Platform Security Architecture and Cortex-M33,Repro Knowledgcast Ltd,599,3,IOT
"Today and Future of WSN, AI, and IoT",Cisco Press,498,4,IOT
Learn IoT Programming Using Node-RED,Packt Publishing,4620,3,IOT
Industrial IoT for Architects and Engineers,Pearson Education,399,1,IOT
Introduction to IoT,Taylor and Francis,765,4,IOT
"IoT Fundamentals | Networking Technologies, Protocols, and Use Cases for the Internet of Things | First Edition | By Pearson",Elsevier Science,5288,1,IOT
"Embedded Systems - SoC, IoT, AI and Real-Time Systems | 4th Edition",Amazon Digital Services LLC - KDP Print US,6484,3,IOT
IOT AND ITS APPLICATIONS,BPB Publications,499,3,IOT
IoT based Projects,Packt Publishing,899,2,IOT
Internet of Things (IoT),Apress,3499,2,IOT
Practical Iot Hacking,Pearson Education,795,1,IOT
Introduction to Iot,Springer Nature (Sie),765,1,IOT
IoT for Beginners,BPB Publications,1020,2,IOT
21 Iot Experiments,Amazon Digital Services LLC - KDP Print US,357,5,IOT
IoT Fundamentals,BPB Publications,498,3,IOT
Practical Python Programming for IoT,No Starch Press,699,5,IOT
Intrenet of Things with Arduino and Bold Iot,Cambridge University Press,3267,3,IOT
"Foundations of Modern Networking: SDN, NFV, QoE, IoT, and Cloud, 1/e",BPB Publications,6692,2,IOT
5g Lte Narrowband Internet of Things (Nb-Iot),Repro Knowledgcast Ltd,599,5,IOT
Designing Secure Iot Devices with the Arm Platform Security Architecture and Cortex-M33,Cisco Press,498,2,IOT
"Today and Future of WSN, AI, and IoT",Packt Publishing,4620,2,IOT
Learn IoT Programming Using Node-RED,BPB Publications,3899,2,IOT
Industrial IoT for Architects and Engineers,Pearson Education,399,3,IOT
Iot Development for Esp32 and Esp8266 with JavaScript,Taylor and Francis,765,1,IOT
Introduction to IoT,Elsevier Science,5288,3,IOT
"IoT Fundamentals | Networking Technologies, Protocols, and Use Cases for the Internet of Things | First Edition | By Pearson",Amazon Digital Services LLC - KDP Print US,6484,1,IOT
IOT AND ITS APPLICATIONS,Pearson Education,795,4,IOT
"Python Crash Course, 2nd Edition",No Starch Press,4309,5,PYTHON
CBSE All In One Computer Science with Python Class 12 2022-23 Edition (As per latest CBSE Syllabus issued on 21 April 2022),Arihant Publications,6468,4,PYTHON
Python Programming,Oxford University Press,615,4,PYTHON
Introduction to Data Science: Practical Approach with R and Python,Wiley,779,2,PYTHON
"Core Python Programming, 3ed: Covers fundamentals to advanced topics like OOPS, Exceptions, Data structures, Files, Threads, Net",Dreamtech Press,829,4,PYTHON
Python: The Complete Reference,McGraw Hill Education,895,1,PYTHON
"Automate the Boring Stuff with Python, 2nd Edition",No Starch Press,3356,5,PYTHON
"Python Crash Course, 3rd Edition",No Starch Press,4200,3,PYTHON
Machine Learning using Python,Wiley,649,1,PYTHON
Data Analytics using Python,Wiley,819,3,PYTHON
Python Programming |A modular approach | First Edition | By Pearson,Pearson Education,615,5,PYTHON
CBSE All In One Informatics Practices with Python Pandas Class 12 2022-23 Edition (As per latest CBSE Syllabus issued on 21 April 2022),Arihant Publications,5124,5,PYTHON
Causal Inference and Discovery in Python,Packt Publishing,4620,3,PYTHON
Learning With Python : How To Think Like A Computer Scientist,Dreamtech Press,399,2,PYTHON
"Black Hat Python, 2nd Edition",No Starch Press,3780,3,PYTHON
Elements of Programming Interviews in Python,Createspace Independent Publishing Platform,3356,1,PYTHON
"Python Crash Course, 2nd Edition",No Starch Press,4309,5,PYTHON
CBSE All In One Computer Science with Python Class 12 2022-23 Edition (As per latest CBSE Syllabus issued on 21 April 2022),Arihant Publications,6468,3,PYTHON
Python Programming,Oxford University Press,615,2,PYTHON
Introduction to Data Science: Practical Approach with R and Python,Wiley,779,2,PYTHON
"Core Python Programming, 3ed: Covers fundamentals to advanced topics like OOPS, Exceptions, Data structures, Files, Threads, Net",Dreamtech Press,829,5,PYTHON
Python: The Complete Reference,McGraw Hill Education,895,4,PYTHON
"Automate the Boring Stuff with Python, 2nd Edition",No Starch Press,3356,5,PYTHON
"Python Crash Course, 3rd Edition",No Starch Press,4200,4,PYTHON
Machine Learning using Python,Wiley,649,4,PYTHON
Data Analytics using Python,Wiley,819,4,PYTHON
Python Programming |A modular approach | First Edition | By Pearson,Pearson Education,615,4,PYTHON
CBSE All In One Informatics Practices with Python Pandas Class 12 2022-23 Edition (As per latest CBSE Syllabus issued on 21 April 2022),Arihant Publications,5124,2,PYTHON
Causal Inference and Discovery in Python,Packt Publishing,4620,3,PYTHON
Learning With Python : How To Think Like A Computer Scientist,Dreamtech Press,399,5,PYTHON
"Black Hat Python, 2nd Edition",No Starch Press,3780,2,PYTHON
Elements of Programming Interviews in Python,Createspace Independent Publishing Platform,3356,3,PYTHON
"Python Crash Course, 2nd Edition",No Starch Press,4309,5,PYTHON
CBSE All In One Computer Science with Python Class 12 2022-23 Edition (As per latest CBSE Syllabus issued on 21 April 2022),Arihant Publications,6468,3,PYTHON
Python Programming,Oxford University Press,615,3,PYTHON
Introduction to Data Science: Practical Approach with R and Python,Wiley,779,4,PYTHON
"Core Python Programming, 3ed: Covers fundamentals to advanced topics like OOPS, Exceptions, Data structures, Files, Threads, Net",Dreamtech Press,829,5,PYTHON
Python: The Complete Reference,McGraw Hill Education,895,3,PYTHON
"Automate the Boring Stuff with Python, 2nd Edition",No Starch Press,3356,2,PYTHON
"Python Crash Course, 3rd Edition",No Starch Press,4200,5,PYTHON
Machine Learning using Python,Wiley,649,4,PYTHON
Data Analytics using Python,Wiley,819,3,PYTHON
Python Programming |A modular approach | First Edition | By Pearson,Pearson Education,615,2,PYTHON
CBSE All In One Informatics Practices with Python Pandas Class 12 2022-23 Edition (As per latest CBSE Syllabus issued on 21 April 2022),Arihant Publications,5124,5,PYTHON
Causal Inference and Discovery in Python,Packt Publishing,4620,5,PYTHON
Learning With Python : How To Think Like A Computer Scientist,Dreamtech Press,399,2,PYTHON
"Black Hat Python, 2nd Edition",No Starch Press,3780,5,PYTHON
Elements of Programming Interviews in Python,Createspace Independent Publishing Platform,3356,3,PYTHON
"Python Crash Course, 2nd Edition",No Starch Press,4309,5,PYTHON
CBSE All In One Computer Science with Python Class 12 2022-23 Edition (As per latest CBSE Syllabus issued on 21 April 2022),Arihant Publications,6468,2,PYTHON
Python Programming,Oxford University Press,615,1,PYTHON
Introduction to Data Science: Practical Approach with R and Python,Wiley,779,3,PYTHON
"Core Python Programming, 3ed: Covers fundamentals to advanced topics like OOPS, Exceptions, Data structures, Files, Threads, Net",Dreamtech Press,829,2,PYTHON
Python: The Complete Reference,McGraw Hill Education,895,2,PYTHON
"Automate the Boring Stuff with Python, 2nd Edition",No Starch Press,3356,2,PYTHON
"Python Crash Course, 3rd Edition",No Starch Press,4200,1,PYTHON
Machine Learning using Python,Wiley,649,2,PYTHON
Data Analytics using Python,Wiley,819,3,PYTHON
Python Programming |A modular approach | First Edition | By Pearson,Pearson Education,615,3,PYTHON
CBSE All In One Informatics Practices with Python Pandas Class 12 2022-23 Edition (As per latest CBSE Syllabus issued on 21 April 2022),Arihant Publications,5124,3,PYTHON
Causal Inference and Discovery in Python,Packt Publishing,4620,2,PYTHON
Learning With Python : How To Think Like A Computer Scientist,Dreamtech Press,399,3,PYTHON
"Black Hat Python, 2nd Edition",No Starch Press,3780,3,PYTHON
Elements of Programming Interviews in Python,Createspace Independent Publishing Platform,3356,4,PYTHON
"Python Crash Course, 2nd Edition",No Starch Press,4309,3,PYTHON
CBSE All In One Computer Science with Python Class 12 2022-23 Edition (As per latest CBSE Syllabus issued on 21 April 2022),Arihant Publications,6468,5,PYTHON
Python Programming,Oxford University Press,615,5,PYTHON
Introduction to Data Science: Practical Approach with R and Python,Wiley,779,1,PYTHON
"Core Python Programming, 3ed: Covers fundamentals to advanced topics like OOPS, Exceptions, Data structures, Files, Threads, Net",Dreamtech Press,829,5,PYTHON
Python: The Complete Reference,McGraw Hill Education,895,2,PYTHON
"Automate the Boring Stuff with Python, 2nd Edition",No Starch Press,3356,5,PYTHON
"Python Crash Course, 3rd Edition",No Starch Press,4200,2,PYTHON
Machine Learning using Python,Wiley,649,1,PYTHON
Data Analytics using Python,Wiley,819,1,PYTHON
Python Programming |A modular approach | First Edition | By Pearson,Pearson Education,615,3,PYTHON
CBSE All In One Informatics Practices with Python Pandas Class 12 2022-23 Edition (As per latest CBSE Syllabus issued on 21 April 2022),Arihant Publications,5124,3,PYTHON
Causal Inference and Discovery in Python,Packt Publishing,4620,2,PYTHON
Learning With Python : How To Think Like A Computer Scientist,Dreamtech Press,399,5,PYTHON
"Black Hat Python, 2nd Edition",No Starch Press,3780,1,PYTHON
Elements of Programming Interviews in Python,Createspace Independent Publishing Platform,3356,5,PYTHON
"Python Crash Course, 2nd Edition",No Starch Press,4309,3,PYTHON
CBSE All In One Computer Science with Python Class 12 2022-23 Edition (As per latest CBSE Syllabus issued on 21 April 2022),Arihant Publications,6468,2,PYTHON
Introduction to Data Science: Practical Approach with R and Python,Wiley,779,4,PYTHON
"Core Python Programming, 3ed: Covers fundamentals to advanced topics like OOPS, Exceptions, Data structures, Files, Threads, Net",Dreamtech Press,829,2,PYTHON
Python: The Complete Reference,McGraw Hill Education,895,3,PYTHON
"Automate the Boring Stuff with Python, 2nd Edition",No Starch Press,3356,5,PYTHON
"Python Crash Course, 3rd Edition",No Starch Press,4200,3,PYTHON
Machine Learning using Python,Wiley,649,1,PYTHON
Data Analytics using Python,Wiley,819,4,PYTHON
Python Programming |A modular approach | First Edition | By Pearson,Pearson Education,615,2,PYTHON
CBSE All In One Informatics Practices with Python Pandas Class 12 2022-23 Edition (As per latest CBSE Syllabus issued on 21 April 2022),Arihant Publications,5124,2,PYTHON
Causal Inference and Discovery in Python,Packt Publishing,4620,1,PYTHON
Learning With Python : How To Think Like A Computer Scientist,Dreamtech Press,399,1,PYTHON
"Black Hat Python, 2nd Edition",No Starch Press,3780,4,PYTHON
Elements of Programming Interviews in Python,Createspace Independent Publishing Platform,3356,3,PYTHON
"Python Crash Course, 2nd Edition",No Starch Press,4309,1,PYTHON
CBSE All In One Computer Science with Python Class 12 2022-23 Edition (As per latest CBSE Syllabus issued on 21 April 2022),Arihant Publications,6468,2,PYTHON
Python Programming,Oxford University Press,615,4,PYTHON
Introduction to Data Science: Practical Approach with R and Python,Wiley,779,2,PYTHON
"Core Python Programming, 3ed: Covers fundamentals to advanced topics like OOPS, Exceptions, Data structures, Files, Threads, Net",Dreamtech Press,829,1,PYTHON
Python: The Complete Reference,McGraw Hill Education,895,4,PYTHON
"Automate the Boring Stuff with Python, 2nd Edition",No Starch Press,3356,4,PYTHON
"Python Crash Course, 3rd Edition",No Starch Press,4200,5,PYTHON
Machine Learning using Python,Wiley,649,2,PYTHON
Data Analytics using Python,Wiley,819,3,PYTHON
Python Programming |A modular approach | First Edition | By Pearson,Pearson Education,615,5,PYTHON
CBSE All In One Informatics Practices with Python Pandas Class 12 2022-23 Edition (As per latest CBSE Syllabus issued on 21 April 2022),Arihant Publications,5124,5,PYTHON
Causal Inference and Discovery in Python,Packt Publishing,4620,3,PYTHON
Learning With Python : How To Think Like A Computer Scientist,Dreamtech Press,399,5,PYTHON
"Black Hat Python, 2nd Edition",No Starch Press,3780,5,PYTHON
Elements of Programming Interviews in Python,Createspace Independent Publishing Platform,3356,2,PYTHON
"Python Crash Course, 2nd Edition",No Starch Press,4309,3,PYTHON
CBSE All In One Computer Science with Python Class 12 2022-23 Edition (As per latest CBSE Syllabus issued on 21 April 2022),Arihant Publications,6468,3,PYTHON
Python Programming,Oxford University Press,615,1,PYTHON
Introduction to Data Science: Practical Approach with R and Python,Wiley,779,1,PYTHON
"Core Python Programming, 3ed: Covers fundamentals to advanced topics like OOPS, Exceptions, Data structures, Files, Threads, Net",Dreamtech Press,829,1,PYTHON
Python: The Complete Reference,McGraw Hill Education,895,5,PYTHON
"Automate the Boring Stuff with Python, 2nd Edition",No Starch Press,3356,3,PYTHON
"Python Crash Course, 3rd Edition",No Starch Press,4200,2,PYTHON
Machine Learning using Python,Wiley,649,5,PYTHON
Data Analytics using Python,Wiley,819,4,PYTHON
Python Programming |A modular approach | First Edition | By Pearson,Pearson Education,615,2,PYTHON
CBSE All In One Informatics Practices with Python Pandas Class 12 2022-23 Edition (As per latest CBSE Syllabus issued on 21 April 2022),Arihant Publications,5124,2,PYTHON
Causal Inference and Discovery in Python,Packt Publishing,4620,2,PYTHON
Learning With Python : How To Think Like A Computer Scientist,Dreamtech Press,399,4,PYTHON
"Black Hat Python, 2nd Edition",No Starch Press,3780,3,PYTHON
Elements of Programming Interviews in Python,Createspace Independent Publishing Platform,3356,4,PYTHON
"Python Crash Course, 2nd Edition",No Starch Press,4309,2,PYTHON
CBSE All In One Computer Science with Python Class 12 2022-23 Edition (As per latest CBSE Syllabus issued on 21 April 2022),Arihant Publications,6468,1,PYTHON
Python Programming,Oxford University Press,615,3,PYTHON
Introduction to Data Science: Practical Approach with R and Python,Wiley,779,5,PYTHON
"Core Python Programming, 3ed: Covers fundamentals to advanced topics like OOPS, Exceptions, Data structures, Files, Threads, Net",Dreamtech Press,829,5,PYTHON
Python: The Complete Reference,McGraw Hill Education,895,3,PYTHON
"Automate the Boring Stuff with Python, 2nd Edition",No Starch Press,3356,4,PYTHON
"Python Crash Course, 3rd Edition",No Starch Press,4200,2,PYTHON
Machine Learning using Python,Wiley,649,5,PYTHON
Data Analytics using Python,Wiley,819,3,PYTHON
Python Programming |A modular approach | First Edition | By Pearson,Pearson Education,615,1,PYTHON
CBSE All In One Informatics Practices with Python Pandas Class 12 2022-23 Edition (As per latest CBSE Syllabus issued on 21 April 2022),Arihant Publications,5124,5,PYTHON
Causal Inference and Discovery in Python,Packt Publishing,4620,1,PYTHON
Learning With Python : How To Think Like A Computer Scientist,Dreamtech Press,399,4,PYTHON
"Black Hat Python, 2nd Edition",No Starch Press,3780,2,PYTHON
Elements of Programming Interviews in Python,Createspace Independent Publishing Platform,3356,4,PYTHON
"Python Crash Course, 2nd Edition",No Starch Press,4309,4,PYTHON
CBSE All In One Computer Science with Python Class 12 2022-23 Edition (As per latest CBSE Syllabus issued on 21 April 2022),Arihant Publications,6468,5,PYTHON
Python Programming,Oxford University Press,615,2,PYTHON
